TIME,DEVICE,CONSUMPTION
2020-01-01 11:38:00,D1,0.059
2020-01-01 11:39:00,D1,0.532
2020-01-01 11:40:00,D1,0.372
2020-01-01 11:41:00,D1,0.169
2020-01-01 11:42:00,D1,0.376
2020-01-01 11:43:00,D1,0.600
2020-01-01 11:44:00,D1,0.948
2020-01-01 11:45:00,D1,0.316
2020-01-01 11:46:00,D1,0.889
2020-01-01 11:47:00,D1,0.930
2020-01-01 11:48:00,D1,0.296
2020-01-01 11:49:00,D1,0.750
2020-01-01 11:50:00,D1,0.197
2020-01-01 11:51:00,D1,0.542
2020-01-01 11:52:00,D1,0.819
2020-01-01 11:53:00,D1,0.393
2020-01-01 11:54:00,D1,0.231
2020-01-01 11:55:00,D1,0.798
2020-01-01 11:56:00,D1,0.854
2020-01-01 11:57:00,D1,0.960
2020-01-01 11:58:00,D1,0.045
2020-01-01 11:59:00,D1,0.608
2020-01-01 12:00:00,D1,0.796
2020-01-01 12:01:00,D1,0.033
2020-01-01 12:02:00,D1,0.627
2020-01-01 12:03:00,D1,0.083
2020-01-01 12:04:00,D1,0.119
2020-01-01 12:05:00,D1,0.399
2020-01-01 12:06:00,D1,0.902
2020-01-01 12:07:00,D1,0.597
2020-01-01 12:08:00,D1,0.431
2020-01-01 12:09:00,D1,0.566
2020-01-01 12:10:00,D1,0.766
2020-01-01 12:11:00,D1,0.691
2020-01-01 12:12:00,D1,0.932
2020-01-01 12:13:00,D1,0.046
2020-01-01 12:14:00,D1,0.109
2020-01-01 12:15:00,D1,0.406
2020-01-01 12:16:00,D1,0.984
2020-01-01 12:17:00,D1,0.957
2020-01-01 12:18:00,D1,0.473
2020-01-01 12:19:00,D1,0.602
2020-01-01 12:20:00,D1,0.756
2020-01-01 12:21:00,D1,0.712
2020-01-01 12:22:00,D1,0.210
2020-01-01 12:23:00,D1,0.596
2020-01-01 12:24:00,D1,0.329
2020-01-01 12:25:00,D1,0.107
2020-01-01 12:26:00,D1,0.740
2020-01-01 12:27:00,D1,0.944
2020-01-01 12:28:00,D1,0.971
2020-01-01 12:29:00,D1,0.887
2020-01-01 12:30:00,D1,0.777
2020-01-01 12:31:00,D1,0.552
2020-01-01 12:32:00,D1,0.756
2020-01-01 12:33:00,D1,0.971
2020-01-01 12:34:00,D1,0.229
2020-01-01 12:35:00,D1,0.357
2020-01-01 12:36:00,D1,0.100
2020-01-01 12:37:00,D1,0.879
2020-01-01 12:38:00,D1,0.762
2020-01-01 12:39:00,D1,0.710
2020-01-01 12:40:00,D1,0.312
2020-01-01 12:41:00,D1,0.514
2020-01-01 12:42:00,D1,0.942
2020-01-01 12:43:00,D1,0.260
2020-01-01 12:44:00,D1,0.728
2020-01-01 12:45:00,D1,0.421
2020-01-01 12:46:00,D1,0.220
2020-01-01 12:47:00,D1,0.563
2020-01-01 12:48:00,D1,0.554
2020-01-01 12:49:00,D1,0.810
2020-01-01 12:50:00,D1,0.998
2020-01-01 12:51:00,D1,0.853
2020-01-01 12:52:00,D1,0.119
2020-01-01 12:53:00,D1,0.137
2020-01-01 12:54:00,D1,0.441
2020-01-01 12:55:00,D1,0.443
2020-01-01 12:56:00,D1,0.834
2020-01-01 12:57:00,D1,0.800
2020-01-01 12:58:00,D1,0.712
2020-01-01 12:59:00,D1,0.967
2020-01-01 13:00:00,D1,0.776
2020-01-01 13:01:00,D1,0.544
2020-01-01 13:02:00,D1,0.832
2020-01-01 13:03:00,D1,0.274
2020-01-01 13:04:00,D1,0.515
2020-01-01 13:05:00,D1,0.513
2020-01-01 13:06:00,D1,0.410
2020-01-01 13:07:00,D1,0.099
2020-01-01 13:08:00,D1,0.457
2020-01-01 13:09:00,D1,0.493
2020-01-01 13:10:00,D1,0.095
2020-01-01 13:11:00,D1,0.787
2020-01-01 13:12:00,D1,0.729
2020-01-01 13:13:00,D1,0.767
2020-01-01 13:14:00,D1,0.684
2020-01-01 13:15:00,D1,0.233
2020-01-01 13:16:00,D1,0.397
2020-01-01 13:17:00,D1,0.208
2020-01-01 13:18:00,D1,0.532
2020-01-01 13:19:00,D1,0.910
2020-01-01 13:20:00,D1,0.560
2020-01-01 13:21:00,D1,0.646
2020-01-01 13:22:00,D1,0.010
2020-01-01 13:23:00,D1,0.297
2020-01-01 13:24:00,D1,0.742
2020-01-01 13:25:00,D1,0.333
2020-01-01 13:26:00,D1,0.540
2020-01-01 13:27:00,D1,0.313
2020-01-01 13:28:00,D1,0.791
2020-01-01 13:29:00,D1,0.287
2020-01-01 13:30:00,D1,0.941
2020-01-01 13:31:00,D1,0.347
2020-01-01 13:32:00,D1,0.446
2020-01-01 13:33:00,D1,0.656
2020-01-01 13:34:00,D1,0.601
2020-01-01 13:35:00,D1,0.327
2020-01-01 13:36:00,D1,0.579
2020-01-01 13:37:00,D1,0.762
2020-01-01 13:38:00,D1,0.301
2020-01-01 13:39:00,D1,0.840
2020-01-01 13:40:00,D1,0.133
2020-01-01 13:41:00,D1,0.403
2020-01-01 13:42:00,D1,0.353
2020-01-01 13:43:00,D1,0.708
2020-01-01 13:44:00,D1,0.695
2020-01-01 13:45:00,D1,0.081
2020-01-01 13:46:00,D1,0.078
2020-01-01 13:47:00,D1,0.569
2020-01-01 13:48:00,D1,0.691
2020-01-01 13:49:00,D1,0.282
2020-01-01 13:50:00,D1,0.546
2020-01-01 13:51:00,D1,0.966
2020-01-01 13:52:00,D1,0.214
2020-01-01 13:53:00,D1,0.624
2020-01-01 13:54:00,D1,0.955
2020-01-01 13:55:00,D1,0.138
2020-01-01 13:56:00,D1,0.578
2020-01-01 13:57:00,D1,0.672
2020-01-01 13:58:00,D1,0.944
2020-01-01 13:59:00,D1,0.250
2020-01-01 14:00:00,D1,0.767
2020-01-01 14:01:00,D1,0.505
2020-01-01 14:02:00,D1,0.676
2020-01-01 14:03:00,D1,0.046
2020-01-01 14:04:00,D1,0.123
2020-01-01 14:05:00,D1,0.623
2020-01-01 14:06:00,D1,0.511
2020-01-01 14:07:00,D1,0.981
2020-01-01 14:08:00,D1,0.748
2020-01-01 14:09:00,D1,0.683
2020-01-01 14:10:00,D1,0.678
2020-01-01 14:11:00,D1,0.750
2020-01-01 14:12:00,D1,0.300
2020-01-01 14:13:00,D1,0.578
2020-01-01 14:14:00,D1,0.417
2020-01-01 14:15:00,D1,0.732
2020-01-01 14:16:00,D1,0.104
2020-01-01 14:17:00,D1,0.840
2020-01-01 14:18:00,D1,0.690
2020-01-01 14:19:00,D1,0.291
2020-01-01 14:20:00,D1,0.742
2020-01-01 14:21:00,D1,0.976
2020-01-01 14:22:00,D1,0.714
2020-01-01 14:23:00,D1,0.067
2020-01-01 14:24:00,D1,0.578
2020-01-01 14:25:00,D1,0.308
2020-01-01 14:26:00,D1,0.239
2020-01-01 14:27:00,D1,0.337
2020-01-01 14:28:00,D1,0.004
2020-01-01 14:29:00,D1,0.144
2020-01-01 14:30:00,D1,0.717
2020-01-01 14:31:00,D1,0.312
2020-01-01 14:32:00,D1,0.541
2020-01-01 14:33:00,D1,0.590
2020-01-01 14:34:00,D1,0.243
2020-01-01 14:35:00,D1,0.736
2020-01-01 14:36:00,D1,0.309
2020-01-01 14:37:00,D1,0.144
2020-01-01 14:38:00,D1,0.427
2020-01-01 14:39:00,D1,0.480
2020-01-01 14:40:00,D1,0.796
2020-01-01 14:41:00,D1,0.262
2020-01-01 14:42:00,D1,0.156
2020-01-01 14:43:00,D1,0.932
2020-01-01 14:44:00,D1,0.308
2020-01-01 14:45:00,D1,0.479
2020-01-01 14:46:00,D1,0.558
2020-01-01 14:47:00,D1,0.824
2020-01-01 14:48:00,D1,0.965
2020-01-01 14:49:00,D1,0.273
2020-01-01 14:50:00,D1,0.327
2020-01-01 14:51:00,D1,0.840
2020-01-01 14:52:00,D1,0.580
2020-01-01 14:53:00,D1,0.818
2020-01-01 14:54:00,D1,0.980
2020-01-01 14:55:00,D1,0.744
2020-01-01 14:56:00,D1,0.364
2020-01-01 14:57:00,D1,0.948
2020-01-01 14:58:00,D1,0.544
2020-01-01 14:59:00,D1,0.023
2020-01-01 15:00:00,D1,0.898
2020-01-01 15:01:00,D1,0.159
2020-01-01 15:02:00,D1,0.644
2020-01-01 15:03:00,D1,0.014
2020-01-01 15:04:00,D1,0.473
2020-01-01 15:05:00,D1,0.225
2020-01-01 15:06:00,D1,0.925
2020-01-01 15:07:00,D1,0.277
2020-01-01 15:08:00,D1,0.503
2020-01-01 15:09:00,D1,0.078
2020-01-01 15:10:00,D1,0.313
2020-01-01 15:11:00,D1,0.553
2020-01-01 15:12:00,D1,0.388
2020-01-01 15:13:00,D1,0.895
2020-01-01 15:14:00,D1,0.625
2020-01-01 15:15:00,D1,0.959
2020-01-01 15:16:00,D1,0.897
2020-01-01 15:17:00,D1,0.983
2020-01-01 15:18:00,D1,0.663
2020-01-01 15:19:00,D1,0.225
2020-01-01 15:20:00,D1,0.887
2020-01-01 15:21:00,D1,0.908
2020-01-01 15:22:00,D1,0.030
2020-01-01 15:23:00,D1,0.677
2020-01-01 15:24:00,D1,0.897
2020-01-01 15:25:00,D1,0.529
2020-01-01 15:26:00,D1,0.556
2020-01-01 15:27:00,D1,0.363
2020-01-01 15:28:00,D1,0.985
2020-01-01 15:29:00,D1,0.004
2020-01-01 15:30:00,D1,0.392
2020-01-01 15:31:00,D1,0.163
2020-01-01 15:32:00,D1,0.971
2020-01-01 15:33:00,D1,0.609
2020-01-01 15:34:00,D1,0.579
2020-01-01 15:35:00,D1,0.024
2020-01-01 15:36:00,D1,0.107
2020-01-01 15:37:00,D1,0.217
2020-01-01 15:38:00,D1,0.086
2020-01-01 15:39:00,D1,0.445
2020-01-01 15:40:00,D1,0.095
2020-01-01 15:41:00,D1,0.567
2020-01-01 15:42:00,D1,0.141
2020-01-01 15:43:00,D1,0.173
2020-01-01 15:44:00,D1,0.257
2020-01-01 15:45:00,D1,0.045
2020-01-01 15:46:00,D1,0.942
2020-01-01 15:47:00,D1,0.668
2020-01-01 15:48:00,D1,0.644
2020-01-01 15:49:00,D1,0.570
2020-01-01 15:50:00,D1,0.702
2020-01-01 15:51:00,D1,0.270
2020-01-01 15:52:00,D1,0.817
2020-01-01 15:53:00,D1,0.294
2020-01-01 15:54:00,D1,0.330
2020-01-01 15:55:00,D1,0.138
2020-01-01 15:56:00,D1,0.065
2020-01-01 15:57:00,D1,0.266
2020-01-01 15:58:00,D1,0.958
2020-01-01 15:59:00,D1,0.003
2020-01-01 16:00:00,D1,0.850
2020-01-01 16:01:00,D1,0.914
2020-01-01 16:02:00,D1,0.957
2020-01-01 16:03:00,D1,0.470
2020-01-01 16:04:00,D1,0.344
2020-01-01 16:05:00,D1,0.169
2020-01-01 16:06:00,D1,0.040
2020-01-01 16:07:00,D1,0.115
2020-01-01 16:08:00,D1,0.037
2020-01-01 16:09:00,D1,0.342
2020-01-01 16:10:00,D1,0.548
2020-01-01 16:11:00,D1,0.911
2020-01-01 16:12:00,D1,0.506
2020-01-01 16:13:00,D1,0.404
2020-01-01 16:14:00,D1,0.041
2020-01-01 16:15:00,D1,0.561
2020-01-01 16:16:00,D1,0.625
2020-01-01 16:17:00,D1,0.136
2020-01-01 16:18:00,D1,0.863
2020-01-01 16:19:00,D1,0.194
2020-01-01 16:20:00,D1,0.670
2020-01-01 16:21:00,D1,0.750
2020-01-01 16:22:00,D1,0.448
2020-01-01 16:23:00,D1,0.463
2020-01-01 16:24:00,D1,0.022
2020-01-01 16:25:00,D1,0.952
2020-01-01 16:26:00,D1,0.745
2020-01-01 16:27:00,D1,0.532
2020-01-01 16:28:00,D1,0.405
2020-01-01 16:29:00,D1,0.111
2020-01-01 16:30:00,D1,0.287
2020-01-01 16:31:00,D1,0.596
2020-01-01 16:32:00,D1,0.912
2020-01-01 16:33:00,D1,0.128
2020-01-01 16:34:00,D1,0.129
2020-01-01 16:35:00,D1,0.577
2020-01-01 16:36:00,D1,0.379
2020-01-01 16:37:00,D1,0.854
2020-01-01 16:38:00,D1,0.050
2020-01-01 16:39:00,D1,0.355
2020-01-01 16:40:00,D1,0.013
2020-01-01 16:41:00,D1,0.425
2020-01-01 16:42:00,D1,0.215
2020-01-01 16:43:00,D1,0.462
2020-01-01 16:44:00,D1,0.582
2020-01-01 16:45:00,D1,0.649
2020-01-01 16:46:00,D1,0.716
2020-01-01 16:47:00,D1,0.452
2020-01-01 16:48:00,D1,0.876
2020-01-01 16:49:00,D1,0.708
2020-01-01 16:50:00,D1,0.240
2020-01-01 16:51:00,D1,0.267
2020-01-01 16:52:00,D1,0.598
2020-01-01 16:53:00,D1,0.746
2020-01-01 16:54:00,D1,0.450
2020-01-01 16:55:00,D1,0.800
2020-01-01 16:56:00,D1,0.328
2020-01-01 16:57:00,D1,0.597
2020-01-01 16:58:00,D1,0.534
2020-01-01 16:59:00,D1,0.498
2020-01-01 17:00:00,D1,0.698
2020-01-01 17:01:00,D1,0.819
2020-01-01 17:02:00,D1,0.761
2020-01-01 17:03:00,D1,0.305
2020-01-01 17:04:00,D1,0.467
2020-01-01 17:05:00,D1,0.373
2020-01-01 17:06:00,D1,0.826
2020-01-01 17:07:00,D1,0.443
2020-01-01 17:08:00,D1,0.757
2020-01-01 17:09:00,D1,0.826
2020-01-01 17:10:00,D1,0.233
2020-01-01 17:11:00,D1,0.554
2020-01-01 17:12:00,D1,0.306
2020-01-01 17:13:00,D1,0.681
2020-01-01 17:14:00,D1,0.952
2020-01-01 17:15:00,D1,0.487
2020-01-01 17:16:00,D1,0.235
2020-01-01 17:17:00,D1,0.499
2020-01-01 17:18:00,D1,0.096
2020-01-01 17:19:00,D1,0.598
2020-01-01 17:20:00,D1,0.479
2020-01-01 17:21:00,D1,0.812
2020-01-01 17:22:00,D1,0.450
2020-01-01 17:23:00,D1,0.746
2020-01-01 17:24:00,D1,0.748
2020-01-01 17:25:00,D1,0.421
2020-01-01 17:26:00,D1,0.245
2020-01-01 17:27:00,D1,0.332
2020-01-01 17:28:00,D1,0.601
2020-01-01 17:29:00,D1,0.593
2020-01-01 17:30:00,D1,0.699
2020-01-01 17:31:00,D1,0.605
2020-01-01 17:32:00,D1,0.957
2020-01-01 17:33:00,D1,0.809
2020-01-01 17:34:00,D1,0.497
2020-01-01 17:35:00,D1,0.162
2020-01-01 17:36:00,D1,0.199
2020-01-01 17:37:00,D1,0.186
2020-01-01 17:38:00,D1,0.560
2020-01-01 17:39:00,D1,0.026
2020-01-01 17:40:00,D1,0.804
2020-01-01 17:41:00,D1,0.447
2020-01-01 17:42:00,D1,0.162
2020-01-01 17:43:00,D1,0.964
2020-01-01 17:44:00,D1,0.314
2020-01-01 17:45:00,D1,0.302
2020-01-01 17:46:00,D1,0.707
2020-01-01 17:47:00,D1,0.701
2020-01-01 17:48:00,D1,0.333
2020-01-01 17:49:00,D1,0.405
2020-01-01 17:50:00,D1,0.243
2020-01-01 17:51:00,D1,0.531
2020-01-01 17:52:00,D1,0.160
2020-01-01 17:53:00,D1,0.659
2020-01-01 17:54:00,D1,0.093
2020-01-01 17:55:00,D1,0.413
2020-01-01 17:56:00,D1,0.600
2020-01-01 17:57:00,D1,0.463
2020-01-01 17:58:00,D1,0.838
2020-01-01 17:59:00,D1,0.996
2020-01-01 18:00:00,D1,0.485
2020-01-01 18:01:00,D1,0.668
2020-01-01 18:02:00,D1,0.232
2020-01-01 18:03:00,D1,0.206
2020-01-01 18:04:00,D1,0.441
2020-01-01 18:05:00,D1,0.405
2020-01-01 18:06:00,D1,0.544
2020-01-01 18:07:00,D1,0.949
2020-01-01 18:08:00,D1,0.484
2020-01-01 18:09:00,D1,0.680
2020-01-01 18:10:00,D1,0.250
2020-01-01 18:11:00,D1,0.193
2020-01-01 18:12:00,D1,0.078
2020-01-01 18:13:00,D1,0.588
2020-01-01 18:14:00,D1,0.949
2020-01-01 18:15:00,D1,0.224
2020-01-01 18:16:00,D1,0.423
2020-01-01 18:17:00,D1,0.293
2020-01-01 18:18:00,D1,0.892
2020-01-01 18:19:00,D1,0.118
2020-01-01 18:20:00,D1,0.842
2020-01-01 18:21:00,D1,0.441
2020-01-01 18:22:00,D1,0.513
2020-01-01 18:23:00,D1,0.567
2020-01-01 18:24:00,D1,0.329
2020-01-01 18:25:00,D1,0.523
2020-01-01 18:26:00,D1,0.922
2020-01-01 18:27:00,D1,0.012
2020-01-01 18:28:00,D1,0.494
2020-01-01 18:29:00,D1,0.814
2020-01-01 18:30:00,D1,0.412
2020-01-01 18:31:00,D1,0.680
2020-01-01 18:32:00,D1,0.388
2020-01-01 18:33:00,D1,0.874
2020-01-01 18:34:00,D1,0.617
2020-01-01 18:35:00,D1,0.538
2020-01-01 18:36:00,D1,0.922
2020-01-01 18:37:00,D1,0.335
2020-01-01 18:38:00,D1,0.164
2020-01-01 18:39:00,D1,0.333
2020-01-01 18:40:00,D1,0.930
2020-01-01 18:41:00,D1,0.577
2020-01-01 18:42:00,D1,0.284
2020-01-01 18:43:00,D1,0.886
2020-01-01 18:44:00,D1,0.190
2020-01-01 18:45:00,D1,0.181
2020-01-01 18:46:00,D1,0.094
2020-01-01 18:47:00,D1,0.552
2020-01-01 18:48:00,D1,0.120
2020-01-01 18:49:00,D1,0.557
2020-01-01 18:50:00,D1,0.004
2020-01-01 18:51:00,D1,0.287
2020-01-01 18:52:00,D1,0.218
2020-01-01 18:53:00,D1,0.920
2020-01-01 18:54:00,D1,0.958
2020-01-01 18:55:00,D1,0.070
2020-01-01 18:56:00,D1,0.744
2020-01-01 18:57:00,D1,0.891
2020-01-01 18:58:00,D1,0.039
2020-01-01 18:59:00,D1,0.536
2020-01-01 19:00:00,D1,0.584
2020-01-01 19:01:00,D1,0.348
2020-01-01 19:02:00,D1,0.304
2020-01-01 19:03:00,D1,0.547
2020-01-01 19:04:00,D1,0.716
2020-01-01 19:05:00,D1,0.801
2020-01-01 19:06:00,D1,0.585
2020-01-01 19:07:00,D1,0.079
2020-01-01 19:08:00,D1,0.203
2020-01-01 19:09:00,D1,0.469
2020-01-01 19:10:00,D1,0.367
2020-01-01 19:11:00,D1,0.251
2020-01-01 19:12:00,D1,0.182
2020-01-01 19:13:00,D1,0.475
2020-01-01 19:14:00,D1,0.833
2020-01-01 19:15:00,D1,0.537
2020-01-01 19:16:00,D1,0.888
2020-01-01 19:17:00,D1,0.027
2020-01-01 19:18:00,D1,0.575
2020-01-01 19:19:00,D1,0.197
2020-01-01 19:20:00,D1,0.352
2020-01-01 19:21:00,D1,0.236
2020-01-01 19:22:00,D1,0.505
2020-01-01 19:23:00,D1,0.764
2020-01-01 19:24:00,D1,0.051
2020-01-01 19:25:00,D1,0.267
2020-01-01 19:26:00,D1,0.989
2020-01-01 19:27:00,D1,0.957
2020-01-01 19:28:00,D1,0.445
2020-01-01 19:29:00,D1,0.855
2020-01-01 19:30:00,D1,0.325
2020-01-01 19:31:00,D1,0.775
2020-01-01 19:32:00,D1,0.043
2020-01-01 19:33:00,D1,0.807
2020-01-01 19:34:00,D1,0.224
2020-01-01 19:35:00,D1,0.606
2020-01-01 19:36:00,D1,0.358
2020-01-01 19:37:00,D1,0.038
2020-01-01 19:38:00,D1,0.110
2020-01-01 19:39:00,D1,0.144
2020-01-01 19:40:00,D1,0.880
2020-01-01 19:41:00,D1,0.812
2020-01-01 19:42:00,D1,0.689
2020-01-01 19:43:00,D1,0.540
2020-01-01 19:44:00,D1,0.963
2020-01-01 19:45:00,D1,0.377
2020-01-01 19:46:00,D1,0.416
2020-01-01 19:47:00,D1,0.735
2020-01-01 19:48:00,D1,0.382
2020-01-01 19:49:00,D1,0.852
2020-01-01 19:50:00,D1,0.199
2020-01-01 19:51:00,D1,0.134
2020-01-01 19:52:00,D1,0.135
2020-01-01 19:53:00,D1,0.294
2020-01-01 19:54:00,D1,0.944
2020-01-01 19:55:00,D1,0.841
2020-01-01 19:56:00,D1,0.953
2020-01-01 19:57:00,D1,0.133
2020-01-01 19:58:00,D1,0.278
2020-01-01 19:59:00,D1,0.459
2020-01-01 20:00:00,D1,0.918
2020-01-01 20:01:00,D1,0.770
2020-01-01 20:02:00,D1,0.138
2020-01-01 20:03:00,D1,0.095
2020-01-01 20:04:00,D1,0.515
2020-01-01 20:05:00,D1,0.978
2020-01-01 20:06:00,D1,0.720
2020-01-01 20:07:00,D1,0.532
2020-01-01 20:08:00,D1,0.423
2020-01-01 20:09:00,D1,0.884
2020-01-01 20:10:00,D1,0.661
2020-01-01 20:11:00,D1,0.745
2020-01-01 20:12:00,D1,0.365
2020-01-01 20:13:00,D1,0.751
2020-01-01 20:14:00,D1,0.228
2020-01-01 20:15:00,D1,0.825
2020-01-01 20:16:00,D1,0.378
2020-01-01 20:17:00,D1,0.462
2020-01-01 20:18:00,D1,0.710
2020-01-01 20:19:00,D1,0.138
2020-01-01 20:20:00,D1,0.930
2020-01-01 20:21:00,D1,0.610
2020-01-01 20:22:00,D1,0.190
2020-01-01 20:23:00,D1,0.007
2020-01-01 20:24:00,D1,0.417
2020-01-01 20:25:00,D1,0.356
2020-01-01 20:26:00,D1,0.338
2020-01-01 20:27:00,D1,0.521
2020-01-01 20:28:00,D1,0.699
2020-01-01 20:29:00,D1,0.762
2020-01-01 20:30:00,D1,0.918
2020-01-01 20:31:00,D1,0.127
2020-01-01 20:32:00,D1,0.521
2020-01-01 20:33:00,D1,0.149
2020-01-01 20:34:00,D1,0.244
2020-01-01 20:35:00,D1,0.487
2020-01-01 20:36:00,D1,0.825
2020-01-01 20:37:00,D1,0.122
2020-01-01 20:38:00,D1,0.905
2020-01-01 20:39:00,D1,0.738
2020-01-01 20:40:00,D1,0.224
2020-01-01 20:41:00,D1,0.312
2020-01-01 20:42:00,D1,0.707
2020-01-01 20:43:00,D1,0.687
2020-01-01 20:44:00,D1,0.149
2020-01-01 20:45:00,D1,0.547
2020-01-01 20:46:00,D1,0.924
2020-01-01 20:47:00,D1,0.652
2020-01-01 20:48:00,D1,0.459
2020-01-01 20:49:00,D1,0.115
2020-01-01 20:50:00,D1,0.619
2020-01-01 20:51:00,D1,0.643
2020-01-01 20:52:00,D1,0.659
2020-01-01 20:53:00,D1,0.043
2020-01-01 20:54:00,D1,0.039
2020-01-01 20:55:00,D1,0.328
2020-01-01 20:56:00,D1,0.183
2020-01-01 20:57:00,D1,0.795
2020-01-01 20:58:00,D1,0.793
2020-01-01 20:59:00,D1,0.752
2020-01-01 21:00:00,D1,0.624
2020-01-01 21:01:00,D1,0.615
2020-01-01 21:02:00,D1,0.831
2020-01-01 21:03:00,D1,0.096
2020-01-01 21:04:00,D1,0.159
2020-01-01 21:05:00,D1,0.812
2020-01-01 21:06:00,D1,0.009
2020-01-01 21:07:00,D1,0.854
2020-01-01 21:08:00,D1,0.925
2020-01-01 21:09:00,D1,0.659
2020-01-01 21:10:00,D1,0.420
2020-01-01 21:11:00,D1,0.698
2020-01-01 21:12:00,D1,0.514
2020-01-01 21:13:00,D1,0.180
2020-01-01 21:14:00,D1,0.463
2020-01-01 21:15:00,D1,0.927
2020-01-01 21:16:00,D1,0.318
2020-01-01 21:17:00,D1,0.074
2020-01-01 21:18:00,D1,0.092
2020-01-01 21:19:00,D1,0.868
2020-01-01 21:20:00,D1,0.963
2020-01-01 21:21:00,D1,0.193
2020-01-01 21:22:00,D1,0.581
2020-01-01 21:23:00,D1,0.792
2020-01-01 21:24:00,D1,0.648
2020-01-01 21:25:00,D1,0.482
2020-01-01 21:26:00,D1,0.594
2020-01-01 21:27:00,D1,0.923
2020-01-01 21:28:00,D1,0.825
2020-01-01 21:29:00,D1,0.069
2020-01-01 21:30:00,D1,0.383
2020-01-01 21:31:00,D1,0.898
2020-01-01 21:32:00,D1,0.258
2020-01-01 21:33:00,D1,0.232
2020-01-01 21:34:00,D1,0.420
2020-01-01 21:35:00,D1,0.586
2020-01-01 21:36:00,D1,0.203
2020-01-01 21:37:00,D1,0.290
2020-01-01 21:38:00,D1,0.838
2020-01-01 21:39:00,D1,0.549
2020-01-01 21:40:00,D1,0.104
2020-01-01 21:41:00,D1,0.098
2020-01-01 21:42:00,D1,0.660
2020-01-01 21:43:00,D1,0.514
2020-01-01 21:44:00,D1,0.969
2020-01-01 21:45:00,D1,0.691
2020-01-01 21:46:00,D1,0.892
2020-01-01 21:47:00,D1,0.169
2020-01-01 21:48:00,D1,0.321
2020-01-01 21:49:00,D1,0.820
2020-01-01 21:50:00,D1,0.206
2020-01-01 21:51:00,D1,0.260
2020-01-01 21:52:00,D1,0.419
2020-01-01 21:53:00,D1,0.559
2020-01-01 21:54:00,D1,0.136
2020-01-01 21:55:00,D1,0.448
2020-01-01 21:56:00,D1,0.260
2020-01-01 21:57:00,D1,0.905
2020-01-01 21:58:00,D1,0.409
2020-01-01 21:59:00,D1,0.630
2020-01-01 22:00:00,D1,0.741
2020-01-01 22:01:00,D1,0.305
2020-01-01 22:02:00,D1,0.275
2020-01-01 22:03:00,D1,0.469
2020-01-01 22:04:00,D1,0.224
2020-01-01 22:05:00,D1,0.354
2020-01-01 22:06:00,D1,0.484
2020-01-01 22:07:00,D1,0.670
2020-01-01 22:08:00,D1,0.666
2020-01-01 22:09:00,D1,0.468
2020-01-01 22:10:00,D1,0.858
2020-01-01 22:11:00,D1,0.169
2020-01-01 22:12:00,D1,0.440
2020-01-01 22:13:00,D1,0.214
2020-01-01 22:14:00,D1,0.237
2020-01-01 22:15:00,D1,0.744
2020-01-01 22:16:00,D1,0.929
2020-01-01 22:17:00,D1,0.107
2020-01-01 22:18:00,D1,0.958
2020-01-01 22:19:00,D1,0.724
2020-01-01 22:20:00,D1,0.988
2020-01-01 22:21:00,D1,0.121
2020-01-01 22:22:00,D1,0.927
2020-01-01 22:23:00,D1,0.435
2020-01-01 22:24:00,D1,0.428
2020-01-01 22:25:00,D1,0.848
2020-01-01 22:26:00,D1,0.740
2020-01-01 22:27:00,D1,0.701
2020-01-01 22:28:00,D1,0.714
2020-01-01 22:29:00,D1,0.243
2020-01-01 22:30:00,D1,0.339
2020-01-01 22:31:00,D1,0.241
2020-01-01 22:32:00,D1,0.205
2020-01-01 22:33:00,D1,0.140
2020-01-01 22:34:00,D1,0.105
2020-01-01 22:35:00,D1,0.099
2020-01-01 22:36:00,D1,0.374
2020-01-01 22:37:00,D1,0.290
2020-01-01 22:38:00,D1,0.371
2020-01-01 22:39:00,D1,0.275
2020-01-01 22:40:00,D1,0.623
2020-01-01 22:41:00,D1,0.489
2020-01-01 22:42:00,D1,0.866
2020-01-01 22:43:00,D1,0.593
2020-01-01 22:44:00,D1,0.505
2020-01-01 22:45:00,D1,0.482
2020-01-01 22:46:00,D1,0.704
2020-01-01 22:47:00,D1,0.465
2020-01-01 22:48:00,D1,0.376
2020-01-01 22:49:00,D1,0.711
2020-01-01 22:50:00,D1,0.127
2020-01-01 22:51:00,D1,0.605
2020-01-01 22:52:00,D1,0.792
2020-01-01 22:53:00,D1,0.661
2020-01-01 22:54:00,D1,0.388
2020-01-01 22:55:00,D1,0.957
2020-01-01 22:56:00,D1,0.209
2020-01-01 22:57:00,D1,0.496
2020-01-01 22:58:00,D1,0.823
2020-01-01 22:59:00,D1,0.039
2020-01-01 23:00:00,D1,0.922
2020-01-01 23:01:00,D1,0.936
2020-01-01 23:02:00,D1,0.379
2020-01-01 23:03:00,D1,0.701
2020-01-01 23:04:00,D1,0.471
2020-01-01 23:05:00,D1,0.807
2020-01-01 23:06:00,D1,0.604
2020-01-01 23:07:00,D1,0.773
2020-01-01 23:08:00,D1,0.183
2020-01-01 23:09:00,D1,0.534
2020-01-01 23:10:00,D1,0.382
2020-01-01 23:11:00,D1,0.444
2020-01-01 23:12:00,D1,0.887
2020-01-01 23:13:00,D1,0.900
2020-01-01 23:14:00,D1,0.509
2020-01-01 23:15:00,D1,0.269
2020-01-01 23:16:00,D1,0.316
